IDVenta,IDFecha,Fecha,IDProducto,IDCliente,IDVendedor,Cantidad,PrecioUnitario,Descuento,MontoTotal,CostoTotal
701,20240514,2024-05-14,1007,2046,37,24,6.36,0.0,152.64,84.0
702,20240515,2024-05-15,1007,2031,34,804,6.84,0.02,5389.37,2814.0
703,20240515,2024-05-15,1004,2024,37,19,19.52,0.0,370.88,190.0
704,20240516,2024-05-16,1007,2034,31,52,5.71,0.0,296.92,182.0
705,20240516,2024-05-16,1007,2046,30,26,6.51,0.0,169.26,91.0
706,20240516,2024-05-16,1001,2008,30,89,15.88,0.0,1413.32,712.0
707,20240516,2024-05-16,1008,2046,33,41,8.37,0.0,343.17,184.5
708,20240516,2024-05-16,1002,2034,33,26,17.75,0.0,461.5,247.0
709,20240518,2024-05-18,1016,2025,34,57,57.6,0.12,2889.22,1140.0
710,20240520,2024-05-20,1007,2046,37,25,6.47,0.0,161.75,87.5
711,20240521,2024-05-21,1011,2025,33,152,97.83,0.14,12788.34,5320.0
712,20240521,2024-05-21,1005,2034,31,25,15.08,0.0,377.0,187.5
713,20240522,2024-05-22,1006,2036,32,59,8.64,0.12,448.59,236.0
714,20240522,2024-05-22,1006,2027,34,35,7.49,0.0,262.15,140.0
715,20240522,2024-05-22,1005,2019,30,23,13.55,0.0,311.65,172.5
716,20240523,2024-05-23,1005,2034,37,35,15.99,0.0,559.65,262.5
717,20240523,2024-05-23,1019,2011,36,20,33.35,0.0,667.0,320.0
718,20240524,2024-05-24,1002,2051,36,26,17.69,0.0,459.94,247.0
719,20240524,2024-05-24,1019,2019,36,10,30.34,0.0,303.4,160.0
720,20240525,2024-05-25,1018,2025,34,200,14.96,0.11,2662.88,1200.0
721,20240527,2024-05-27,1007,2004,31,38,5.99,0.0,227.62,133.0
722,20240528,2024-05-28,1020,2047,33,66,41.03,0.04,2599.66,1254.0
723,20240529,2024-05-29,1001,2020,35,502,15.95,0.08,7366.35,4016.0
724,20240529,2024-05-29,1018,2034,36,53,11.56,0.04,588.17,318.0
725,20240529,2024-05-29,1015,2051,33,42,101.84,0.12,3764.01,1680.0
726,20240530,2024-05-30,1005,2053,30,95,16.22,0.1,1386.81,712.5
727,20240530,2024-05-30,1002,2024,36,22,17.85,0.0,392.7,209.0
728,20240530,2024-05-30,1019,2026,36,258,33.25,0.12,7549.08,4128.0
729,20240530,2024-05-30,1018,2008,36,17,11.56,0.0,196.52,102.0
730,20240531,2024-05-31,1015,2029,33,34,90.15,0.0,3065.1,1360.0
731,20240531,2024-05-31,1005,2027,31,79,13.94,0.0,1101.26,592.5
732,20240531,2024-05-31,1015,2031,37,256,105.07,0.13,23401.19,10240.0
733,20240531,2024-05-31,1005,2024,36,81,14.24,0.0,1153.44,607.5
734,20240531,2024-05-31,1007,2046,34,39,7.29,0.04,272.94,136.5
735,20240601,2024-06-01,1005,2052,36,111,14.1,0.0,1565.1,832.5
736,20240603,2024-06-03,1019,2013,31,12,34.61,0.0,415.32,192.0
737,20240603,2024-06-03,1005,2027,33,13,13.22,0.0,171.86,97.5
738,20240603,2024-06-03,1003,2024,36,67,22.47,0.0,1505.49,804.0
739,20240603,2024-06-03,1013,2041,30,40,82.03,0.03,3182.76,1120.0
740,20240603,2024-06-03,1011,2060,32,12,80.46,0.01,955.86,420.0
741,20240603,2024-06-03,1005,2019,37,20,14.28,0.0,285.6,150.0
742,20240603,2024-06-03,1005,2023,37,27,15.52,0.04,402.28,202.5
743,20240604,2024-06-04,1007,2046,34,26,6.49,0.0,168.74,91.0
744,20240604,2024-06-04,1002,2024,35,26,19.76,0.0,513.76,247.0
745,20240604,2024-06-04,1019,2021,36,76,33.79,0.0,2568.04,1216.0
746,20240605,2024-06-05,1006,2049,35,204,7.55,0.03,1493.99,816.0
747,20240606,2024-06-06,1007,2049,37,114,7.4,0.0,843.6,399.0
748,20240606,2024-06-06,1009,2031,33,44,29.55,0.0,1300.2,528.0
749,20240606,2024-06-06,1005,2019,33,30,15.64,0.0,469.2,225.0
750,20240606,2024-06-06,1016,2019,34,9,48.11,0.0,432.99,180.0
751,20240607,2024-06-07,1007,2025,33,28,7.3,0.0,204.4,98.0
752,20240607,2024-06-07,1019,2036,37,49,36.0,0.06,1658.16,784.0
753,20240608,2024-06-08,1019,2034,31,13,33.89,0.02,431.76,208.0
754,20240608,2024-06-08,1018,2031,35,10,14.74,0.02,144.45,60.0
755,20240609,2024-06-09,1001,2016,33,134,14.1,0.0,1889.4,1072.0
756,20240610,2024-06-10,1019,2047,37,40,40.49,0.07,1506.23,640.0
757,20240610,2024-06-10,1005,2019,37,16,14.48,0.02,227.05,120.0
758,20240611,2024-06-11,1001,2021,36,19,15.14,0.0,287.66,152.0
759,20240611,2024-06-11,1007,2004,31,40,6.54,0.0,261.6,140.0
760,20240612,2024-06-12,1007,2027,30,45,7.13,0.0,320.85,157.5
761,20240612,2024-06-12,1005,2008,30,35,14.46,0.0,506.1,262.5
762,20240613,2024-06-13,1019,2047,33,18,31.06,0.0,559.08,288.0
763,20240613,2024-06-13,1002,2008,30,24,17.06,0.0,409.44,228.0
764,20240614,2024-06-14,1007,2060,31,452,6.94,0.13,2729.09,1582.0
765,20240614,2024-06-14,1001,2008,31,26,16.71,0.0,434.46,208.0
766,20240614,2024-06-14,1015,2053,31,35,102.78,0.0,3597.3,1400.0
767,20240614,2024-06-14,1001,2023,37,132,14.95,0.06,1855.0,1056.0
768,20240615,2024-06-15,1003,2025,31,38,24.76,0.01,931.47,456.0
769,20240615,2024-06-15,1007,2027,33,45,6.28,0.0,282.6,157.5
770,20240615,2024-06-15,1001,2019,34,87,13.87,0.0,1206.69,696.0
771,20240617,2024-06-17,1015,2029,30,13,90.81,0.0,1180.53,520.0
772,20240617,2024-06-17,1002,2008,36,16,19.79,0.0,316.64,152.0
773,20240617,2024-06-17,1005,2034,34,62,14.99,0.0,929.38,465.0
774,20240617,2024-06-17,1013,2013,34,5,60.28,0.0,301.4,140.0
775,20240618,2024-06-18,1007,2011,30,51,5.78,0.0,294.78,178.5
776,20240619,2024-06-19,1006,2013,30,81,7.54,0.08,561.88,324.0
777,20240619,2024-06-19,1007,2046,30,47,6.16,0.0,289.52,164.5
778,20240619,2024-06-19,1005,2021,31,108,15.44,0.0,1667.52,810.0
779,20240621,2024-06-21,1002,2024,33,129,20.99,0.02,2653.56,1225.5
780,20240621,2024-06-21,1005,2031,30,345,15.21,0.09,4775.18,2587.5
781,20240621,2024-06-21,1003,2040,32,70,22.73,0.0,1591.1,840.0
782,20240621,2024-06-21,1018,2058,33,459,14.83,0.08,6262.41,2754.0
783,20240621,2024-06-21,1005,2054,31,24,13.58,0.0,325.92,180.0
784,20240622,2024-06-22,1013,2053,36,5,60.66,0.0,303.3,140.0
785,20240624,2024-06-24,1019,2008,31,18,34.19,0.0,615.42,288.0
786,20240624,2024-06-24,1019,2057,31,67,35.87,0.06,2259.09,1072.0
787,20240624,2024-06-24,1019,2047,30,12,30.99,0.0,371.88,192.0
788,20240625,2024-06-25,1005,2011,32,82,14.19,0.0,1163.58,615.0
789,20240625,2024-06-25,1005,2057,35,25,14.34,0.0,358.5,187.5
790,20240625,2024-06-25,1005,2021,30,27,14.86,0.0,401.22,202.5
791,20240626,2024-06-26,1005,2005,34,24,16.36,0.13,341.6,180.0
792,20240626,2024-06-26,1006,2049,32,37,7.34,0.0,271.58,148.0
793,20240627,2024-06-27,1001,2008,35,48,14.96,0.0,718.08,384.0
794,20240627,2024-06-27,1003,2031,30,102,23.28,0.0,2374.56,1224.0
795,20240627,2024-06-27,1001,2021,35,18,15.57,0.08,257.84,144.0
796,20240627,2024-06-27,1011,2053,31,8,84.45,0.0,675.6,280.0
797,20240627,2024-06-27,1009,2031,31,41,28.24,0.0,1157.84,492.0
798,20240627,2024-06-27,1005,2024,34,22,14.42,0.0,317.24,165.0
799,20240628,2024-06-28,1005,2034,37,147,14.71,0.1,1946.13,1102.5
800,20240628,2024-06-28,1007,2031,30,23,5.79,0.0,133.17,80.5
801,20240701,2024-07-01,1001,2060,34,46,14.54,0.08,615.33,368.0
802,20240701,2024-07-01,1019,2021,32,18,32.69,0.0,588.42,288.0
803,20240701,2024-07-01,1009,2034,34,9,33.0,0.0,297.0,108.0
804,20240702,2024-07-02,1020,2052,30,14,43.63,0.03,592.5,266.0
805,20240702,2024-07-02,1009,2031,31,33,24.68,0.0,814.44,396.0
806,20240703,2024-07-03,1001,2041,34,85,17.79,0.15,1285.33,680.0
807,20240703,2024-07-03,1002,2021,35,14,19.76,0.0,276.64,133.0
808,20240703,2024-07-03,1019,2053,32,39,44.55,0.15,1476.83,624.0
809,20240703,2024-07-03,1018,2027,31,80,12.61,0.01,998.71,480.0
810,20240703,2024-07-03,1005,2019,34,819,17.13,0.12,12345.93,6142.5
811,20240704,2024-07-04,1020,2021,30,22,39.03,0.06,807.14,418.0
812,20240704,2024-07-04,1015,2029,34,5,87.2,0.0,436.0,200.0
813,20240704,2024-07-04,1007,2049,35,57,7.2,0.0,410.4,199.5
814,20240704,2024-07-04,1017,2029,33,29,33.48,0.01,961.21,435.0
815,20240705,2024-07-05,1001,2019,36,18,16.06,0.02,283.3,144.0
816,20240705,2024-07-05,1001,2031,37,288,15.21,0.06,4117.65,2304.0
817,20240706,2024-07-06,1006,2019,37,142,6.91,0.03,951.78,568.0
818,20240708,2024-07-08,1019,2052,35,17,38.41,0.01,646.44,272.0
819,20240708,2024-07-08,1014,2013,31,49,59.82,0.03,2843.24,1225.0
820,20240708,2024-07-08,1013,2053,35,454,61.52,0.09,25416.37,12712.0
821,20240708,2024-07-08,1019,2024,37,22,33.68,0.04,711.32,352.0
822,20240708,2024-07-08,1002,2019,30,20,18.3,0.0,366.0,190.0
823,20240709,2024-07-09,1006,2038,36,405,7.28,0.0,2948.4,1620.0
824,20240709,2024-07-09,1003,2017,33,30,22.16,0.0,664.8,360.0
825,20240709,2024-07-09,1003,2025,37,1049,26.36,0.12,24333.44,12588.0
826,20240710,2024-07-10,1019,2021,33,18,29.0,0.01,516.78,288.0
827,20240710,2024-07-10,1001,2051,31,361,18.76,0.07,6298.29,2888.0
828,20240710,2024-07-10,1005,2008,37,25,13.96,0.0,349.0,187.5
829,20240710,2024-07-10,1013,2053,33,32,65.32,0.0,2090.24,896.0
830,20240710,2024-07-10,1020,2010,30,209,41.66,0.07,8097.45,3971.0
831,20240711,2024-07-11,1009,2019,33,12,31.13,0.0,373.56,144.0
832,20240712,2024-07-12,1013,2008,31,11,70.96,0.0,780.56,308.0
833,20240712,2024-07-12,1013,2027,35,11,62.71,0.0,689.81,308.0
834,20240713,2024-07-13,1015,2015,30,8,93.27,0.0,746.16,320.0
835,20240713,2024-07-13,1015,2029,30,10,90.42,0.0,904.2,400.0
836,20240713,2024-07-13,1006,2046,30,48,7.44,0.0,357.12,192.0
837,20240715,2024-07-15,1005,2008,31,16,13.47,0.0,215.52,120.0
838,20240715,2024-07-15,1015,2019,30,6,92.63,0.03,539.11,240.0
839,20240715,2024-07-15,1019,2027,37,13,31.61,0.0,410.93,208.0
840,20240715,2024-07-15,1001,2031,37,330,16.37,0.0,5402.1,2640.0
841,20240716,2024-07-16,1006,2013,33,146,7.24,0.07,983.05,584.0
842,20240716,2024-07-16,1007,2039,35,162,6.88,0.0,1114.56,567.0
843,20240716,2024-07-16,1003,2019,30,80,21.87,0.0,1749.6,960.0
844,20240716,2024-07-16,1016,2033,37,9,49.21,0.02,434.03,180.0
845,20240716,2024-07-16,1015,2029,30,24,97.17,0.0,2332.08,960.0
846,20240716,2024-07-16,1007,2049,34,327,7.68,0.08,2310.45,1144.5
847,20240716,2024-07-16,1013,2017,31,36,73.3,0.07,2454.08,1008.0
848,20240717,2024-07-17,1005,2027,37,18,15.27,0.0,274.86,135.0
849,20240717,2024-07-17,1007,2046,33,52,6.04,0.04,301.52,182.0
850,20240717,2024-07-17,1015,2005,31,27,106.11,0.15,2435.22,1080.0
851,20240717,2024-07-17,1018,2034,37,14,14.16,0.0,198.24,84.0
852,20240717,2024-07-17,1005,2024,34,23,14.34,0.0,329.82,172.5
853,20240718,2024-07-18,1002,2034,35,121,16.49,0.0,1995.29,1149.5
854,20240719,2024-07-19,1001,2060,35,20,14.86,0.0,297.2,160.0
855,20240720,2024-07-20,1019,2034,30,20,39.41,0.02,772.44,320.0
856,20240720,2024-07-20,1017,2034,30,31,37.37,0.0,1158.47,465.0
857,20240720,2024-07-20,1007,2046,35,107,6.24,0.09,607.59,374.5
858,20240723,2024-07-23,1002,2008,35,37,18.92,0.0,700.04,351.5
859,20240723,2024-07-23,1011,2031,37,55,76.37,0.0,4200.35,1925.0
860,20240723,2024-07-23,1019,2047,33,78,32.83,0.0,2560.74,1248.0
861,20240725,2024-07-25,1011,2019,33,9,90.52,0.0,814.68,315.0
862,20240725,2024-07-25,1014,2015,34,12,58.52,0.03,681.17,300.0
863,20240725,2024-07-25,1013,2030,32,448,74.81,0.14,28822.8,12544.0
864,20240726,2024-07-26,1001,2008,31,25,13.76,0.0,344.0,200.0
865,20240726,2024-07-26,1007,2046,34,173,6.54,0.02,1108.79,605.5
866,20240726,2024-07-26,1007,2046,31,91,6.37,0.0,579.67,318.5
867,20240726,2024-07-26,1001,2019,37,22,14.46,0.0,318.12,176.0
868,20240727,2024-07-27,1020,2054,31,55,35.05,0.0,1927.75,1045.0
869,20240727,2024-07-27,1019,2034,36,13,31.77,0.0,413.01,208.0
870,20240729,2024-07-29,1006,2013,33,105,8.57,0.08,827.86,420.0
871,20240729,2024-07-29,1005,2034,35,27,13.66,0.0,368.82,202.5
872,20240730,2024-07-30,1005,2050,36,120,14.91,0.07,1663.96,900.0
873,20240730,2024-07-30,1013,2008,36,10,70.21,0.03,681.04,280.0
874,20240730,2024-07-30,1019,2034,30,15,36.12,0.0,541.8,240.0
875,20240730,2024-07-30,1019,2053,32,191,35.17,0.14,5777.02,3056.0
876,20240802,2024-08-02,1005,2010,34,92,13.11,0.0,1206.12,690.0
877,20240805,2024-08-05,1002,2019,33,21,16.39,0.0,344.19,199.5
878,20240806,2024-08-06,1007,2049,31,44,6.7,0.0,294.8,154.0
879,20240806,2024-08-06,1009,2024,34,5,31.33,0.0,156.65,60.0
880,20240807,2024-08-07,1005,2040,31,29,14.38,0.0,417.02,217.5
881,20240808,2024-08-08,1001,2019,32,24,13.84,0.0,332.16,192.0
882,20240808,2024-08-08,1007,2049,30,168,7.38,0.09,1128.25,588.0
883,20240812,2024-08-12,1017,2029,36,10,34.31,0.09,312.22,150.0
884,20240814,2024-08-14,1015,2025,35,78,107.03,0.08,7680.47,3120.0
885,20240815,2024-08-15,1007,2059,33,148,7.47,0.06,1039.23,518.0
886,20240815,2024-08-15,1002,2021,36,27,18.31,0.04,474.6,256.5
887,20240819,2024-08-19,1001,2008,33,45,14.98,0.0,674.1,360.0
888,20240820,2024-08-20,1009,2053,30,34,28.38,0.0,964.92,408.0
889,20240823,2024-08-23,1007,2046,31,104,5.81,0.0,604.24,364.0
890,20240826,2024-08-26,1011,2034,37,45,84.3,0.0,3793.5,1575.0
891,20240827,2024-08-27,1011,2008,34,46,97.05,0.03,4330.37,1610.0
892,20240828,2024-08-28,1015,2005,31,9,98.67,0.0,888.03,360.0
893,20240831,2024-08-31,1006,2027,30,362,7.85,0.0,2841.7,1448.0
894,20240902,2024-09-02,1004,2024,34,18,18.17,0.0,327.06,180.0
895,20240902,2024-09-02,1005,2053,31,17,13.31,0.0,226.27,127.5
896,20240903,2024-09-03,1018,2006,30,188,13.53,0.08,2340.15,1128.0
897,20240906,2024-09-06,1005,2005,33,106,13.44,0.0,1424.64,795.0
898,20240907,2024-09-07,1005,2036,30,38,13.63,0.0,517.94,285.0
899,20240909,2024-09-09,1019,2024,35,52,28.89,0.0,1502.28,832.0
900,20240909,2024-09-09,1006,2021,30,55,6.48,0.0,356.4,220.0
901,20240910,2024-09-10,1005,2018,35,13,12.69,0.0,164.97,97.5
902,20240910,2024-09-10,1002,2021,31,16,18.82,0.02,295.1,152.0
903,20240911,2024-09-11,1007,2019,34,51,6.81,0.04,333.42,178.5
904,20240911,2024-09-11,1013,2025,36,39,73.35,0.0,2860.65,1092.0
905,20240912,2024-09-12,1007,2046,36,499,6.29,0.02,3075.94,1746.5
906,20240912,2024-09-12,1002,2024,37,23,20.81,0.14,411.62,218.5
907,20240914,2024-09-14,1019,2047,35,62,31.12,0.05,1832.97,992.0
908,20240916,2024-09-16,1005,2005,34,24,12.57,0.0,301.68,180.0
909,20240916,2024-09-16,1019,2018,30,60,36.47,0.02,2144.44,960.0
910,20240916,2024-09-16,1015,2019,37,33,101.06,0.09,3034.83,1320.0
911,20240916,2024-09-16,1009,2051,37,85,33.66,0.0,2861.1,1020.0
912,20240916,2024-09-16,1007,2053,33,38,6.22,0.0,236.36,133.0
913,20240917,2024-09-17,1016,2015,36,5,38.66,0.0,193.3,100.0
914,20240918,2024-09-18,1019,2047,36,46,32.6,0.03,1454.61,736.0
915,20240919,2024-09-19,1002,2025,33,30,18.65,0.0,559.5,285.0
916,20240921,2024-09-21,1019,2047,33,171,30.59,0.02,5126.27,2736.0
917,20240922,2024-09-22,1007,2049,31,386,6.75,0.08,2397.06,1351.0
918,20240923,2024-09-23,1019,2019,33,77,33.4,0.0,2571.8,1232.0
919,20240924,2024-09-24,1005,2023,30,22,14.31,0.0,314.82,165.0
920,20240924,2024-09-24,1006,2046,31,112,6.94,0.0,777.28,448.0
921,20240924,2024-09-24,1013,2019,30,33,83.83,0.0,2766.39,924.0
922,20240927,2024-09-27,1009,2006,30,57,27.42,0.0,1562.94,684.0
923,20240928,2024-09-28,1015,2041,36,24,127.03,0.09,2774.34,960.0
924,20240930,2024-09-30,1016,2019,33,6,48.31,0.02,284.06,120.0
925,20241002,2024-10-02,1007,2004,33,80,6.06,0.0,484.8,280.0
926,20241002,2024-10-02,1005,2011,30,45,13.22,0.0,594.9,337.5
927,20241003,2024-10-03,1007,2049,33,114,6.86,0.08,719.48,399.0
928,20241003,2024-10-03,1013,2017,33,17,59.11,0.0,1004.87,476.0
929,20241004,2024-10-04,1018,2024,33,20,11.71,0.0,234.2,120.0
930,20241004,2024-10-04,1013,2019,35,8,61.46,0.0,491.68,224.0
931,20241004,2024-10-04,1019,2051,32,66,41.0,0.0,2706.0,1056.0
932,20241004,2024-10-04,1010,2055,37,36,44.69,0.03,1560.57,648.0
933,20241005,2024-10-05,1001,2024,33,30,16.52,0.05,470.82,240.0
934,20241007,2024-10-07,1004,2019,31,122,18.7,0.0,2281.4,1220.0
935,20241008,2024-10-08,1004,2013,34,32,20.15,0.0,644.8,320.0
936,20241008,2024-10-08,1019,2058,30,77,36.7,0.0,2825.9,1232.0
937,20241008,2024-10-08,1001,2015,30,90,13.52,0.0,1216.8,720.0
938,20241008,2024-10-08,1009,2030,35,7,31.56,0.0,220.92,84.0
939,20241008,2024-10-08,1020,2058,34,183,41.95,0.04,7369.78,3477.0
940,20241009,2024-10-09,1018,2013,33,21,11.19,0.02,230.29,126.0
941,20241009,2024-10-09,1020,2024,37,19,37.66,0.0,715.54,361.0
942,20241009,2024-10-09,1017,2025,31,80,38.24,0.02,2998.02,1200.0
943,20241009,2024-10-09,1007,2049,33,28,6.77,0.0,189.56,98.0
944,20241010,2024-10-10,1003,2005,37,22,23.0,0.0,506.0,264.0
945,20241010,2024-10-10,1005,2019,32,69,13.16,0.0,908.04,517.5
946,20241011,2024-10-11,1017,2051,36,6,45.22,0.04,260.47,90.0
947,20241012,2024-10-12,1005,2007,30,47,13.1,0.0,615.7,352.5
948,20241012,2024-10-12,1001,2011,37,26,14.03,0.0,364.78,208.0
949,20241012,2024-10-12,1019,2047,31,11,31.53,0.0,346.83,176.0
950,20241013,2024-10-13,1013,2024,34,44,74.38,0.0,3272.72,1232.0
951,20241015,2024-10-15,1009,2030,34,8,29.57,0.0,236.56,96.0
952,20241016,2024-10-16,1015,2029,33,9,98.44,0.0,885.96,360.0
953,20241016,2024-10-16,1002,2011,36,44,16.03,0.0,705.32,418.0
954,20241018,2024-10-18,1020,2011,36,13,33.72,0.0,438.36,247.0
955,20241020,2024-10-20,1002,2019,31,18,16.11,0.0,289.98,171.0
956,20241021,2024-10-21,1007,2036,30,45,5.57,0.0,250.65,157.5
957,20241021,2024-10-21,1016,2029,37,40,53.72,0.0,2148.8,800.0
958,20241023,2024-10-23,1018,2033,37,9,14.67,0.02,129.39,54.0
959,20241023,2024-10-23,1018,2013,31,64,12.44,0.0,796.16,384.0
960,20241024,2024-10-24,1006,2049,31,48,8.23,0.04,379.24,192.0
961,20241025,2024-10-25,1006,2053,33,47,7.22,0.02,332.55,188.0
962,20241025,2024-10-25,1007,2046,33,25,6.47,0.0,161.75,87.5
963,20241025,2024-10-25,1011,2009,33,9,86.2,0.0,775.8,315.0
964,20241025,2024-10-25,1013,2009,34,120,62.81,0.0,7537.2,3360.0
965,20241025,2024-10-25,1011,2030,33,97,82.13,0.02,7807.28,3395.0
966,20241026,2024-10-26,1015,2019,36,4,97.21,0.0,388.84,160.0
967,20241028,2024-10-28,1002,2020,37,86,19.5,0.09,1526.07,817.0
968,20241028,2024-10-28,1020,2021,36,16,39.69,0.0,635.04,304.0
969,20241029,2024-10-29,1002,2021,30,24,20.71,0.03,482.13,228.0
970,20241030,2024-10-30,1018,2047,30,63,13.54,0.02,835.96,378.0
971,20241030,2024-10-30,1011,2019,36,18,85.83,0.0,1544.94,630.0
972,20241031,2024-10-31,1019,2053,31,78,32.95,0.0,2570.1,1248.0
973,20241031,2024-10-31,1010,2019,35,15,42.0,0.0,630.0,270.0
974,20241031,2024-10-31,1001,2024,36,41,17.0,0.0,697.0,328.0
975,20241031,2024-10-31,1019,2047,34,235,40.25,0.09,8607.46,3760.0
976,20241101,2024-11-01,1007,2049,32,190,6.48,0.0,1231.2,665.0
977,20241101,2024-11-01,1011,2011,31,10,72.89,0.0,728.9,350.0
978,20241101,2024-11-01,1006,2004,37,23,7.67,0.0,176.41,92.0
979,20241102,2024-11-02,1015,2019,31,9,94.22,0.0,847.98,360.0
980,20241104,2024-11-04,1019,2058,33,45,35.99,0.0,1619.55,720.0
981,20241105,2024-11-05,1009,2030,36,67,32.51,0.0,2178.17,804.0
982,20241106,2024-11-06,1007,2049,33,1147,6.63,0.07,7072.29,4014.5
983,20241106,2024-11-06,1018,2058,33,46,13.69,0.0,629.74,276.0
984,20241106,2024-11-06,1006,2049,36,155,8.15,0.06,1187.45,620.0
985,20241106,2024-11-06,1007,2049,35,62,6.33,0.0,392.46,217.0
986,20241107,2024-11-07,1007,2046,31,38,5.77,0.0,219.26,133.0
987,20241108,2024-11-08,1011,2027,37,119,96.09,0.09,10405.59,4165.0
988,20241111,2024-11-11,1005,2020,31,16,13.76,0.03,213.56,120.0
989,20241111,2024-11-11,1015,2019,35,6,81.05,0.0,486.3,240.0
990,20241111,2024-11-11,1002,2027,33,27,18.52,0.0,500.04,256.5
991,20241111,2024-11-11,1013,2055,34,91,79.22,0.1,6488.12,2548.0
992,20241112,2024-11-12,1016,2014,34,34,58.12,0.04,1897.04,680.0
993,20241112,2024-11-12,1015,2017,33,33,87.11,0.0,2874.63,1320.0
994,20241113,2024-11-13,1014,2025,31,123,73.26,0.08,8290.1,3075.0
995,20241113,2024-11-13,1013,2026,37,27,62.48,0.0,1686.96,756.0
996,20241116,2024-11-16,1019,2047,31,6,27.45,0.0,164.7,96.0
997,20241118,2024-11-18,1006,2046,33,55,7.56,0.0,415.8,220.0
998,20241118,2024-11-18,1017,2018,37,12,33.05,0.0,396.6,180.0
999,20241119,2024-11-19,1020,2058,34,45,41.06,0.05,1755.32,855.0
1000,20241120,2024-11-20,1003,2053,34,27,23.53,0.0,635.31,324.0
1001,20241121,2024-11-21,1007,2021,34,22,6.46,0.0,142.12,77.0
1002,20241121,2024-11-21,1007,2024,34,38,6.16,0.0,234.08,133.0
1003,20241121,2024-11-21,1013,2030,36,10,57.36,0.0,573.6,280.0
1004,20241121,2024-11-21,1007,2019,33,49,5.75,0.0,281.75,171.5
1005,20241121,2024-11-21,1015,2033,37,12,101.28,0.04,1166.75,480.0
1006,20241123,2024-11-23,1013,2027,36,11,80.0,0.1,792.0,308.0
1007,20241126,2024-11-26,1001,2053,36,23,15.81,0.0,363.63,184.0
1008,20241126,2024-11-26,1015,2024,35,7,96.54,0.0,675.78,280.0
1009,20241126,2024-11-26,1007,2013,37,910,6.51,0.03,5746.38,3185.0
1010,20241127,2024-11-27,1018,2019,35,172,15.65,0.14,2314.95,1032.0
1011,20241127,2024-11-27,1001,2020,34,38,14.47,0.0,549.86,304.0
1012,20241129,2024-11-29,1007,2046,31,31,5.91,0.0,183.21,108.5
1013,20241129,2024-11-29,1007,2046,30,51,5.85,0.0,298.35,178.5
1014,20241202,2024-12-02,1015,2025,33,113,95.15,0.02,10536.91,4520.0
1015,20241202,2024-12-02,1007,2046,33,46,6.27,0.0,288.42,161.0
1016,20241202,2024-12-02,1019,2047,36,217,38.98,0.12,7443.62,3472.0
1017,20241202,2024-12-02,1003,2020,35,94,24.01,0.07,2098.95,1128.0
1018,20241203,2024-12-03,1001,2023,33,24,16.29,0.04,375.32,192.0
1019,20241204,2024-12-04,1007,2004,30,130,6.18,0.0,803.4,455.0
1020,20241205,2024-12-05,1019,2024,37,14,32.35,0.03,439.31,224.0
1021,20241205,2024-12-05,1013,2019,36,12,69.97,0.0,839.64,336.0
1022,20241205,2024-12-05,1019,2011,30,12,29.13,0.02,342.57,192.0
1023,20241207,2024-12-07,1005,2053,37,58,14.59,0.08,778.52,435.0
1024,20241209,2024-12-09,1015,2029,33,10,79.29,0.0,792.9,400.0
1025,20241209,2024-12-09,1013,2026,34,33,73.16,0.04,2317.71,924.0
1026,20241209,2024-12-09,1001,2019,37,22,16.35,0.0,359.7,176.0
1027,20241209,2024-12-09,1002,2019,37,165,17.68,0.0,2917.2,1567.5
1028,20241209,2024-12-09,1001,2024,31,76,15.19,0.0,1154.44,608.0
1029,20241210,2024-12-10,1001,2019,32,36,14.49,0.0,521.64,288.0
1030,20241210,2024-12-10,1002,2006,35,35,17.54,0.04,589.34,332.5
1031,20241211,2024-12-11,1018,2033,37,22,13.32,0.0,293.04,132.0
1032,20241211,2024-12-11,1006,2046,31,113,7.17,0.0,810.21,452.0
1033,20241211,2024-12-11,1020,2052,34,52,41.57,0.03,2096.79,988.0
1034,20241212,2024-12-12,1006,2024,31,57,7.22,0.0,411.54,228.0
1035,20241212,2024-12-12,1006,2046,36,110,7.61,0.0,837.1,440.0
1036,20241212,2024-12-12,1017,2025,31,20,39.6,0.0,792.0,300.0
1037,20241213,2024-12-13,1019,2053,33,10,32.32,0.1,290.88,160.0
1038,20241216,2024-12-16,1007,2004,32,46,6.13,0.0,281.98,161.0
1039,20241217,2024-12-17,1007,2046,34,37,6.07,0.0,224.59,129.5
1040,20241218,2024-12-18,1007,2027,33,175,6.97,0.0,1219.75,612.5
1041,20241219,2024-12-19,1007,2025,37,151,7.12,0.07,999.86,528.5
1042,20241221,2024-12-21,1017,2051,30,4,34.8,0.0,139.2,60.0
1043,20241221,2024-12-21,1009,2030,31,35,27.78,0.0,972.3,420.0
1044,20241223,2024-12-23,1008,2049,34,380,9.41,0.12,3146.7,1710.0
1045,20241223,2024-12-23,1019,2006,31,74,32.9,0.03,2361.56,1184.0
1046,20241223,2024-12-23,1005,2024,35,30,12.63,0.0,378.9,225.0
1047,20241223,2024-12-23,1005,2024,36,21,15.83,0.0,332.43,157.5
1048,20241223,2024-12-23,1007,2027,37,34,6.42,0.0,218.28,119.0
1049,20241223,2024-12-23,1001,2024,33,94,17.01,0.04,1534.98,752.0
1050,20241224,2024-12-24,1002,2013,33,117,20.91,0.04,2348.61,1111.5
